villeLabel;population;latitude;longitude
Théza;2171;42.638055555;2.952777777
Entre-Vignes;2160;43.728611111;4.080555555
Vinça;2156;42.645;2.528611111
Boisseron;2153;43.759722222;4.081111111
Pomérols;2148;43.390833333;3.498611111
Argeliers;2142;43.311666666;2.910277777
Llupia;2140;42.621111111;2.769166666
Cotignac;2136;43.528611111;6.149444444
Vernègues;2123;43.685833333;5.171388888
Les Saintes-Maries-de-la-Mer;2120;43.451666666;4.428055555
Sainte-Anastasie-sur-Issole;2117;43.3425;6.124722222
Falicon;2111;43.748888888;7.279722222
Nages-et-Solorgues;2107;43.790833333;4.23
Valergues;2107;43.6675;4.061666666
Candillargues;2107;43.62;4.068055555
Saze;2104;43.941666666;4.681388888
Le Pouget;2099;43.592222222;3.524722222
Les Mages;2095;44.228055555;4.165833333
Saint-Nazaire-d'Aude;2091;43.244166666;2.894166666
Estagel;2087;42.772222222;2.698888888
Saint-Geniès-des-Mourgues;2077;43.696944444;4.035277777
Moussan;2066;43.231388888;2.950277777
Ribaute-les-Tavernes;2057;44.037777777;4.080833333
Montréal;2048;43.2;2.140833333
Les Matelles;2047;43.730555555;3.808888888
Lamanon;2046;43.701944444;5.086388888
Peri;2040;42.004166666;8.920833333
San-Nicolao;2033;42.375;9.525
Tavel;2031;44.011388888;4.7
Cuttoli-Corticchiato;2030;41.988611111;8.906388888
Sauveterre;2029;44.025833333;4.793055555
Monticello;2029;42.617222222;8.953888888
Saint-Marcel-sur-Aude;2027;43.243888888;2.9225
Corneilla-la-Rivière;2022;42.6975;2.730277777
Tende;2021;44.087777777;7.593611111
Callas;2015;43.593055555;6.538333333
Saint-Geniès-de-Comolas;2010;44.065833333;4.721944444
Saint-Chaptes;2004;43.970833333;4.279166666
Pinet;2004;43.404722222;3.509444444
Saint-Gervasy;1994;43.8775;4.468611111
Ginasservis;1983;43.670833333;5.849166666
Rieux-Minervois;1975;43.281944444;2.5875
Pietrosella;1968;41.836666666;8.846111111
Santa-Maria-di-Lota;1965;42.742777777;9.456666666
Ramatuelle;1963;43.215833333;6.611388888
Cabasse;1951;43.426111111;6.221944444
Belcodène;1948;43.426388888;5.589166666
Lecci;1939;41.679166666;9.3175
Murviel-lès-Montpellier;1930;43.604444444;3.736666666
Sauve;1925;43.9425;3.948611111
Saint-Bauzille-de-Putois;1911;43.895277777;3.736388888
Combaillaux;1909;43.677222222;3.766388888
Camps-la-Source;1901;43.386388888;6.094444444
Saint-Paulet-de-Caisson;1858;44.263333333;4.597222222
Villelongue-dels-Monts;1858;42.525277777;2.903611111
Taradeau;1854;43.454166666;6.427222222
Amélie-les-Bains;1847;42.4761;2.6725
Villevieille;1841;43.788611111;4.096388888
Collobrières;1839;43.237222222;6.308888888
Vézénobres;1836;44.053055555;4.136388888
Canet;1833;43.228611111;2.847222222
La Garde-Freinet;1831;43.316944444;6.469166666
Tourbes;1829;43.445555555;3.378611111
Abeilhan;1818;43.449722222;3.294722222
Roquebillière;1815;44.011111111;7.306944444
Puget-Théniers;1813;43.956111111;6.893611111
Venzolasca;1808;42.483888888;9.456666666
Tresques;1803;44.106666666;4.586944444
Oletta;1801;42.6325;9.355555555
Ortaffa;1798;42.58;2.925
Sernhac;1794;43.911388888;4.551944444
Quarante;1791;43.346666666;2.9625
La Palme;1784;42.974722222;2.993055555
Puyloubier;1783;43.525;5.676944444
Saussan;1783;43.571388888;3.774444444
Font-Romeu-Odeillo-Via;1780;42.497777777;2.033888888
Albitreccia;1775;41.862777777;8.941944444
Laurens;1774;43.523055555;3.197222222
Vers-Pont-du-Gard;1773;43.968611111;4.524444444
Appietto;1773;42.013888888;8.768055555
Bizanet;1767;43.164166666;2.869722222
Mons;1765;44.114722222;4.174166666
Nézignan-l'Évêque;1762;43.421111111;3.406388888
Saint-Paul-en-Forêt;1760;43.567222222;6.691944444
Alignan-du-Vent;1757;43.469722222;3.341944444
Saint-Paul-de-Fenouillet;1757;42.810277777;2.505277777
Cabrières;1746;43.904722222;4.471666666
Sainte-Anastasie;1742;43.935277777;4.321666666
Saint-Jean-de-Fos;1741;43.700833333;3.550833333
Saint-Chinian;1740;43.421944444;2.946944444
Saint-Pons-de-Thomières;1735;43.488611111;2.760277777
Fons;1734;43.907777777;4.194444444
Eygalières;1733;43.760833333;4.95
Comps;1720;43.852777777;4.606111111
Sotta;1711;41.545277777;9.195
Espéraza;1703;42.935277777;2.220555555
Connaux;1698;44.091111111;4.593888888
Tanneron;1697;43.590555555;6.875555555
Claret;1695;43.861944444;3.904722222
Peyrestortes;1690;42.754166666;2.851666666
Saint-Florent;1689;42.680833333;9.3025
Castagniers;1687;43.791388888;7.231666666
Olonzac;1687;43.283888888;2.730833333
Rougiers;1686;43.3925;5.851111111
Saint-Geniès-de-Fontedit;1682;43.468333333;3.178888888
Castillon-du-Gard;1676;43.97;4.554722222
Aspiran;1676;43.565833333;3.449444444
Villegailhenc;1671;43.268888888;2.354444444
Corneilhan;1663;43.4;3.1925
Blausasc;1659;43.804722222;7.365277777
Lédenon;1658;43.915277777;4.509166666
Montferrat;1655;43.611666666;6.481111111
Laroque;1655;43.922777777;3.724444444
La Verdière;1651;43.638611111;5.935833333
Figari;1651;41.488055555;9.129444444
Congénies;1645;43.778333333;4.16
Valros;1645;43.420277777;3.366388888
Cazilhac;1643;43.183055555;2.363611111
Saint-Mamert-du-Gard;1629;43.8875;4.188611111
Villetelle;1628;43.733888888;4.14
Cendras;1626;44.155277777;4.053611111
Bouzigues;1626;43.448055555;3.658055555
Montescot;1612;42.608055555;2.933888888
Barjac;1611;44.308055555;4.348055555
Gilette;1608;43.849444444;7.163611111
Sabran;1600;44.166666666;4.575
Pezens;1598;43.254444444;2.265277777
Alzonne;1595;43.253888888;2.176666666
La Celle;1592;43.394166666;6.040555555
Le Bousquet-d'Orb;1584;43.692777777;3.166388888
Caunes-Minervois;1581;43.326666666;2.528333333
Brouilla;1581;42.566666666;2.903611111
Brando;1580;42.775;9.475277777
Cornillon-Confoux;1571;43.5625;5.071666666
Saint-Jean-Lasseille;1570;42.581111111;2.866388888
Lézignan-la-Cèbe;1568;43.493055555;3.437222222
Pourcieux;1567;43.470277777;5.786388888
Cazilhac;1566;43.923611111;3.701666666
Moussac;1563;43.981111111;4.229444444
Lézan;1557;44.013055555;4.050555555
Ginestas;1547;43.268055555;2.871666666
Plaissan;1545;43.558055555;3.525833333
Saint-Jean-du-Pin;1544;44.116666666;4.050555555
Mus;1542;43.739722222;4.201111111
Aureille;1541;43.708055555;4.946388888
Lavalette;1532;43.185277777;2.265833333
Gorbio;1527;43.786666666;7.445
Hérépian;1525;43.593333333;3.115277777
Santa-Lucia-di-Moriani;1523;42.385555555;9.529722222
Boulbon;1519;43.8625;4.693611111
Montfaucon;1517;44.074444444;4.754444444
Nébian;1512;43.606388888;3.431944444
Lédignan;1502;43.988611111;4.106388888
Villecroze;1494;43.582222222;6.276388888
Armissan;1488;43.187222222;3.096666666
Cauro;1481;41.916944444;8.913888888
Montredon-des-Corbières;1480;43.191388888;2.925833333
La Môle;1479;43.208333333;6.465555555
Saint-Jean-Cap-Ferrat;1471;43.687777777;7.334166666
Saint-Julien-de-Peyrolas;1470;44.288055555;4.565277777
Capendu;1470;43.183888888;2.559444444
Montfort-sur-Argens;1466;43.473888888;6.121944444
Assas;1455;43.701944444;3.899166666
Peillon;1445;43.768611111;7.367222222
Vernet-les-Bains;1445;42.548888888;2.387777777
Brue-Auriac;1436;43.5275;5.944444444
Sari-Solenzara;1429;41.857222222;9.399166666
Tavernes;1428;43.593611111;6.016666666
Le Broc;1422;43.809444444;7.17
Val-d'Aigoual;1418;44.081666666;3.6425
Lieuran-lès-Béziers;1411;43.418333333;3.237222222
Bargemon;1401;43.62;6.550277777
Montpezat;1394;43.851666666;4.157222222
Cabris;1393;43.656111111;6.873611111
Villeneuve-la-Comptal;1391;43.286944444;1.921388888
Montaren-et-Saint-Médiers;1388;44.03;4.379722222
Montpeyroux;1386;43.695277777;3.506388888
Saint-Martin-Vésubie;1385;44.068333333;7.255833333
Saint-André-de-Roquelongue;1385;43.113888888;2.836944444
Ceyras;1382;43.644166666;3.458333333
Saint-Christol;1380;43.727777777;4.079722222
Vallabrègues;1376;43.853055555;4.6275
Le Bosc;1376;43.707222222;3.395555555
Osséja;1372;42.416111111;1.980833333
Creissan;1371;43.375;3.010833333
Saint-Blaise;1367;43.821666666;7.2375
Villeneuve-la-Rivière;1366;42.693611111;2.803611111
Alairac;1364;43.184166666;2.240555555
Palalda;1363;42.484;2.6746
Théoule-sur-Mer;1362;43.506944444;6.94
Eccica-Suarella;1357;41.922777777;8.906388888
Sainte-Agnès;1351;43.789166666;7.469166666
Puissalicon;1350;43.457777777;3.235833333
Néfiach;1343;42.693888888;2.666944444
Vestric-et-Candiac;1342;43.74;4.259166666
Saint-Paul-et-Valmalle;1342;43.626388888;3.674722222
Belpech;1342;43.197777777;1.751388888
Saint-Étienne-de-Tinée;1341;44.256944444;6.924722222
La Tour-sur-Orb;1324;43.653333333;3.148888888
Adissan;1324;43.535277777;3.428333333
Ria-Sirach;1324;42.608333333;2.399722222
Villemolaque;1323;42.588055555;2.839722222
Fourques;1316;42.581944444;2.779722222
Branoux-les-Taillades;1315;44.220277777;3.990277777
Banyuls-dels-Aspres;1310;42.565833333;2.867222222
Portel-des-Corbières;1305;43.054444444;2.921944444
Marcorignan;1303;43.225555555;2.921388888
Sumène;1291;43.980833333;3.715555555
Cantaron;1285;43.761666666;7.318611111
Saint-Nazaire;1281;44.197777777;4.624722222
Névian;1280;43.211944444;2.903055555
Montesquieu-des-Albères;1273;42.517222222;2.881666666
Labastide-d'Anjou;1271;43.346388888;1.851666666
Ferrals-les-Corbières;1267;43.146944444;2.7275
Lucéram;1264;43.8825;7.360555555
Vénéjan;1264;44.196944444;4.6575
Bize-Minervois;1258;43.318611111;2.871111111
Fabrezan;1257;43.135555555;2.697222222
Villepinte;1257;43.281388888;2.086388888
Cerbère;1257;42.443333333;3.164722222
La Redorte;1254;43.252222222;2.653055555
Pexiora;1253;43.268055555;2.036666666
Saint-Marc-Jaumegarde;1247;43.5475;5.524166666
Saint-Alexandre;1247;44.227777777;4.621111111
Reynès;1244;42.475277777;2.708333333
Olmeto;1241;41.717222222;8.918333333
Cargèse;1237;42.135277777;8.594722222
Saint-Féliu-d'Amont;1231;42.686666666;2.7225
Blauzac;1228;43.963333333;4.368888888
Berre-les-Alpes;1227;43.830277777;7.328888888
Viols-le-Fort;1226;43.743333333;3.705
Méjannes-lès-Alès;1218;44.0975;4.151944444
Castelnau-de-Guers;1215;43.434722222;3.438611111
Villasavary;1215;43.221111111;2.039166666
Lumio;1214;42.578333333;8.833333333
Villegly;1208;43.286111111;2.44
Bourg-Madame;1204;42.434166666;1.943888888
Santa-Lucia-di-Tallano;1203;41.697777777;9.064166666
Arzens;1202;43.199166666;2.209444444
Opoul-Périllos;1202;42.869722222;2.873611111
Lantosque;1200;43.973333333;7.3125
Molières-sur-Cèze;1197;44.260277777;4.159722222
Puimisson;1196;43.44;3.207222222
Orsan;1194;44.131388888;4.666111111
Pouzolles;1190;43.483333333;3.279166666
Puichéric;1190;43.223888888;2.624444444
Saint-Florent-sur-Auzonnet;1188;44.242222222;4.111388888
Junas;1178;43.769722222;4.122777777
Saint-Bauzille-de-Montmel;1178;43.769444444;3.955277777
Spéracèdes;1176;43.648611111;6.858611111
Saillagouse;1173;42.46;2.039722222
Peyriac-de-Mer;1167;43.087222222;2.957777777
Varages;1164;43.5975;5.96
Espondeilhan;1162;43.44;3.2625
Sisco;1162;42.816111111;9.43
Peyriac-Minervois;1160;43.291388888;2.5675
Conca;1159;41.735;9.333333333
Tresserre;1155;42.562777777;2.83
Vendémian;1151;43.581666666;3.561111111
Saint-Félix-de-Lodez;1149;43.662222222;3.459166666
Luc-sur-Orbieu;1146;43.176666666;2.785833333
Chalabre;1144;42.983888888;2.006388888
Prats-de-Mollo-la-Preste;1134;42.403888888;2.479166666
Azille;1132;43.278333333;2.659166666
Lasalle;1129;44.046388888;3.852222222
Entrecasteaux;1127;43.515833333;6.241944444
Couiza;1127;42.942777777;2.256111111
Fitou;1122;42.893611111;2.978611111
La Salvetat-sur-Agout;1121;43.600833333;2.703333333
San-Gavino-di-Carbini;1120;41.721666666;9.147777777
Goudargues;1116;44.215555555;4.465833333
Saint-Siffret;1115;44.017222222;4.466111111
Saint-Martin-Lalande;1113;43.299444444;2.019444444
Saint-Hilaire-d'Ozilhan;1111;43.970277777;4.591944444
Linguizzetta;1103;42.263888888;9.473055555
Ornaisons;1102;43.180833333;2.8375
Péret;1100;43.575;3.397222222
Pépieux;1098;43.297777777;2.679166666
Corbère-les-Cabanes;1098;42.658055555;2.675833333
Laval-Pradel;1096;44.231666666;4.058888888
Gagnières;1089;44.306666666;4.129444444
Castellar;1087;43.803611111;7.496666666
Saint-Dionisy;1085;43.804722222;4.228611111
Valleraugue;1077;44.081111111;3.641944444
Gaujac;1065;44.078888888;4.578333333
Fournès;1064;43.928888888;4.601388888
Collias;1064;43.953888888;4.476944444
Avèze;1063;43.971388888;3.600277777
Théziers;1053;43.899166666;4.620833333
Fontès;1053;43.539722222;3.379166666
Arpaillargues-et-Aureillac;1046;44.000555555;4.3725
Latour-de-France;1043;42.768611111;2.653055555
Vauvenargues;1041;43.555277777;5.602777777
Passa;1039;42.578333333;2.811388888
Saint-Paul-les-Fonts;1038;44.082222222;4.614166666
La Boissière;1038;43.663888888;3.645
Montaud;1033;43.751111111;3.955555555
Saint-Laurent-de-Cerdans;1027;42.385555555;2.613333333
Neffiès;1023;43.533611111;3.33
Roquefort-des-Corbières;1021;42.990833333;2.953333333
Saturargues;1018;43.7225;4.113611111
Santa-Reparata-di-Balagna;1004;42.603611111;8.928333333
Allègre-les-Fumades;1003;44.184722222;4.233888888
Caux-et-Sauzens;1001;43.225555555;2.255555555
Boucoiran-et-Nozières;1000;43.995277777;4.185555555
Laure-Minervois;1000;43.271388888;2.520277777
Moussoulens;996;43.279444444;2.229444444
Cavanac;986;43.168333333;2.326666666
Saussines;985;43.763333333;4.057222222
Péone;979;44.1175;6.908333333
Los Masos;976;42.621666666;2.461944444
Saint-Sériès;973;43.731666666;4.105277777
Villeneuve-Minervois;973;43.314722222;2.462222222
Châteauneuf-Villevieille;971;43.808333333;7.296388888
Chusclan;971;44.149166666;4.683055555
Argelliers;970;43.6975;3.673888888
Cases-de-Pène;969;42.779166666;2.787222222
Vico;968;42.166388888;8.798888888
Brignac;965;43.623333333;3.473055555
Villalier;964;43.257222222;2.412777777
Morosaglia;963;42.435277777;9.3
Pieusse;962;43.079722222;2.2325
Pouzols;957;43.618333333;3.512777777
Domazan;956;43.929722222;4.651111111
Ventenac-Cabardès;956;43.266666666;2.284444444
Sainte-Croix-de-Quintillargues;955;43.7725;3.909166666
Bouleternère;955;42.649722222;2.586666666
Le Poujol-sur-Orb;954;43.579722222;3.060833333
Pomas;954;43.111666666;2.292222222
Cruzy;953;43.355833333;2.940555555
Bendejun;950;43.835555555;7.295
Tornac;947;44.022777777;3.996666666
La Roquette-sur-Var;945;43.828055555;7.198888888
Soubès;943;43.766666666;3.346111111
Autignac;942;43.498888888;3.169166666
Berriac;936;43.216666666;2.413611111
Cuxac-Cabardès;935;43.370833333;2.283333333
Mas-Saintes-Puelles;933;43.313055555;1.876666666
Vins-sur-Caramy;930;43.434166666;6.141944444
Pompignan;929;43.893888888;3.856111111
Cruscades;925;43.191111111;2.816666666
Cornillon;922;44.218055555;4.486388888
Saint-Bauzille-de-la-Sylve;922;43.616944444;3.546111111
Corbara;922;42.614444444;8.906666666
Lirac;920;44.036111111;4.69
Saissac;918;43.360833333;2.168611111
Cardet;910;44.026666666;4.080277777
Souvignargues;908;43.813888888;4.1225
Molières-Cavaillac;908;43.975277777;3.576111111
Conilhac-Corbières;900;43.188611111;2.715833333
Ampus;899;43.606666666;6.381944444
Correns;897;43.4875;6.079444444
Sorbo-Ocagnano;892;42.475555555;9.456944444
Caves;888;42.931111111;2.976388888
Saint-Paul-lès-Durance;887;43.686666666;5.707777777
Chamborigaud;887;44.301388888;3.977777777
Villesèquelande;887;43.2375;2.231388888
Tautavel;877;42.814166666;2.746388888
Patrimonio;877;42.6975;9.361944444
Mazaugues;875;43.3475;5.921944444
Saint-Marcel-de-Careiret;875;44.143055555;4.487777777
Fanjeaux;872;43.186944444;2.033611111
Viggianello;872;41.680833333;8.951944444
Malves-en-Minervois;871;43.252222222;2.440555555
Moulès-et-Baucels;853;43.947777777;3.732777777
Luri;853;42.896666666;9.405277777
Saint-Jean-de-Maruéjols-et-Avéjan;852;44.257222222;4.293333333
Pianottoli-Caldarello;851;41.494166666;9.056111111
La Barben;850;43.63;5.176388888
Saint-Papoul;849;43.331111111;2.036111111
Cavillargues;846;44.114722222;4.521944444
Belvèze-du-Razès;846;43.125;2.095
Utelle;844;43.919166666;7.264166666
Gabian;843;43.513611111;3.272777777
Saint-Gervais-sur-Mare;843;43.651944444;3.04
Mons;837;43.691388888;6.714166666
Robiac-Rochessadoule;837;44.278888888;4.086388888
Leuc;837;43.146666666;2.323333333
Saint-Victor-de-Malcap;836;44.247222222;4.221111111
Valdeblore;835;44.070833333;7.171111111
Saint-Bonnet-du-Gard;833;43.926944444;4.545277777
Montolieu;828;43.309166666;2.215277777
Talasani;827;42.408055555;9.48
Génolhac;822;44.349722222;3.949444444
Coaraze;817;43.864166666;7.295
Sanilhac-Sagriès;813;43.955;4.424444444
Saint-Jean-de-Cornies;809;43.744166666;4.001111111
Bolquère;808;42.503055555;2.0775
Lasbordes;803;43.294722222;2.045833333
Sauzet;802;43.961388888;4.210555555
Saint-Côme-et-Maruéjols;795;43.828055555;4.2025
Saint-Maximin;794;43.993888888;4.450833333
Saint-Gervais;792;44.184722222;4.573888888
Santa-Maria-Poggio;792;42.339722222;9.539444444
Verquières;790;43.84;4.918333333
Barbaira;789;43.185;2.512222222
Tuchan;788;42.888333333;2.719444444
Meyrannes;787;44.270833333;4.167777777
Maury;785;42.811666666;2.593888888
Valflaunès;784;43.800555555;3.871944444
Terrats;782;42.608888888;2.771388888
Villars-sur-Var;781;43.937222222;7.097222222
Carsan;780;44.237777777;4.593611111
Aujargues;779;43.789722222;4.123055555
Bages;779;43.123333333;2.991111111
Corbère;778;42.653055555;2.660833333
Douzens;776;43.185833333;2.597222222
Monoblet;774;44.000555555;3.886388888
Sillans-la-Cascade;773;43.567777777;6.179722222
Aigremont;773;43.965833333;4.1225
Coggia;765;42.123055555;8.748888888
San-Giuliano;764;42.314444444;9.491111111
Poggio-Mezzana;761;42.400277777;9.490833333
Le Martinet;759;44.253055555;4.085
Saint-Maurice-de-Cazevieille;758;44.031944444;4.232777777
Galargues;756;43.770555555;4.021388888
Domessargues;755;43.976666666;4.168888888
Durfort-et-Saint-Martin-de-Sossenac;753;43.990555555;3.955277777
Saint-Vincent-de-Barbeyrargues;753;43.706111111;3.877222222
Ners;751;44.026111111;4.158888888
Mirepeisset;749;43.285277777;2.896666666
Garrigues-Sainte-Eulalie;748;43.993333333;4.315
Vérargues;748;43.716111111;4.099722222
Siran;746;43.313333333;2.661111111
Saint-Laurent-de-la-Cabrerisse;746;43.085277777;2.700555555
Saint-Antonin-du-Var;745;43.506666666;6.286944444
Pouzilhac;744;44.041111111;4.58
Pontevès;743;43.553611111;6.029444444
Catllar;743;42.633611111;2.422222222
Vacquières;741;43.843888888;3.944444444
Brignon;738;43.988611111;4.213888888
Badens;738;43.218888888;2.508888888
Margon;736;43.486944444;3.306944444
Val-de-Dagne;734;43.130555555;2.558611111
Salles-sur-l'Hers;733;43.294166666;1.785277777
Méjannes-le-Clap;732;44.225277777;4.346944444
Solaro;732;41.903888888;9.326388888
Boutenac;731;43.1475;2.790555555
Gajan;727;43.896944444;4.214722222
Saint-Julien-de-Cassagnas;726;44.211666666;4.198055555
Coti-Chiavari;725;41.7725;8.771111111
Campagnan;724;43.537222222;3.498055555
Riols;721;43.505;2.791944444
Combas;720;43.854722222;4.113333333
La Brigue;719;44.0625;7.616388888
Claviers;719;43.601111111;6.563888888
Touët-sur-Var;717;43.9475;7.006388888
Bonson;716;43.862777777;7.19
Moltifao;714;42.486666666;9.114166666
Saint-Hilaire;713;43.093055555;2.309722222
Moux;711;43.180555555;2.651944444
Cruviers-Lascours;708;44.003888888;4.204444444
Belgodère;707;42.585555555;9.017777777
Castellare-di-Casinca;706;42.467777777;9.473333333
Rigarda;703;42.628333333;2.5325
Paraza;701;43.249722222;2.831944444
Marseillette;700;43.202777777;2.542222222
Err;699;42.44;2.033333333
Générargues;696;44.081944444;3.983611111
La Cabanasse;696;42.501111111;2.115
Saint-Michel-d'Euzet;691;44.201388888;4.544166666
Saint-Laurent-la-Vernède;689;44.105;4.458055555
Fontanès;685;43.829722222;4.0875
Cournanel;685;43.033055555;2.234166666
Parignargues;684;43.873333333;4.208055555
Tressan;684;43.574444444;3.49
Rodès;677;42.657222222;2.561944444
Brouzet-lès-Alès;676;44.1375;4.246388888
Saint-Jean-de-la-Blaquière;675;43.715;3.422777777
Levie;675;41.703888888;9.123055555
Clans;673;43.995;7.147777777
Lunas;670;43.7075;3.194166666
Massillargues-Attuech;669;44.015;4.024166666
Collorgues;669;44.004722222;4.291388888
Mas-de-Londres;669;43.781388888;3.7525
Saint-Bauzély;668;43.919722222;4.196944444
Bélarga;668;43.5525;3.486944444
Saint-Brès;666;44.277222222;4.1975
Bréau-Mars;666;43.9906;3.5717
Venaco;666;42.2325;9.173055555
Nizas;665;43.513055555;3.407777777
Mons;663;43.571388888;2.955555555
Le Triadou;663;43.739722222;3.851944444
Monteils;662;44.089166666;4.181388888
Isola;653;44.185833333;7.052222222
Pietracorbara;653;42.846388888;9.429722222
Deaux;650;44.067777777;4.150277777
Moulézan;648;43.929444444;4.126388888
Durban-Corbières;648;42.995833333;2.816944444
Rayol-Canadel-sur-Mer;644;43.158611111;6.461666666
Andon;640;43.773055555;6.786388888
Ollières;639;43.482777777;5.829722222
Puilacher;638;43.5675;3.506944444
Montferrand;636;43.364166666;1.819444444
Serra-di-Ferro;636;41.729722222;8.798888888
La Rouvière;635;43.931111111;4.235277777
Saint-Pons-de-Mauchiens;635;43.513333333;3.514166666
Cébazan;634;43.403611111;2.974444444
Preixan;633;43.146111111;2.288888888
Valliguières;632;44.007222222;4.579166666
Ocana;630;41.959444444;8.934444444
Monte;630;42.468611111;9.391388888
Les Mayons;629;43.312777777;6.358055555
Serviers-et-Labaume;629;44.0375;4.355277777
Cazedarnes;628;43.424444444;3.028333333
Montséret;628;43.102777777;2.810833333
Belvédère;627;44.014722222;7.321111111
Lauret;627;43.835555555;3.886388888
La Bollène-Vésubie;626;43.989722222;7.330833333
Mialet;626;44.110833333;3.943055555
Enveitg;626;42.46;1.914722222
Causses-et-Veyran;625;43.474444444;3.086388888
Corconne;621;43.871944444;3.939444444
Vero;617;42.063055555;8.9325
Courniou;616;43.473611111;2.711666666
Escragnolles;615;43.730833333;6.783333333
Lauraguel;615;43.098611111;2.174722222
Saint-Nazaire-de-Pézan;613;43.643333333;4.118888888
Cépie;609;43.104722222;2.244722222
Les Aires;608;43.581388888;3.103888888
Campagne-sur-Aude;608;42.916666666;2.206944444
Beaurecueil;607;43.510555555;5.544444444
Estézargues;605;43.940277777;4.636944444
Codolet;604;44.126111111;4.702222222
Roquebrun;604;43.500555555;3.030555555
Trausse;603;43.311944444;2.561666666
Saint-André-de-Majencoules;602;44.028333333;3.673888888
Homps;600;43.2675;2.721111111
Omessa;600;42.37;9.199444444
Saint-Jean-de-Valériscle;599;44.233055555;4.142222222
Brissac;599;43.878888888;3.701944444
Verfeuil;597;44.169166666;4.446666666
Taglio-Isolaccio;595;42.428333333;9.480555555
Aregno;595;42.581111111;8.894444444
Pailhès;592;43.430555555;3.186944444
Saint-André-de-Roquepertuis;591;44.240555555;4.456111111
Boissières;590;43.774444444;4.232777777
